id,metadata_id,expected_dataset,insight_part_1,insight_part_2,insight_part_3,created_at,updated_at,updated_at_2,updated_at_3,irr_flag,rejection_reason
0e883640-62ec-417a-922a-a24f4421e2c8,03d417bf-688b-4772-b85a-12ea8aa3e82b,FALSE,,,,2026-03-22 12:53:17.344292+00,2026-04-06 15:34:09.54+00,,,FALSE,require_interaction
0ed16962-5235-483f-ace8-d56f09d18a2d,e21e6979-bede-4a20-81ed-379d937f9143,TRUE,"Chart 1: Scoreboard Overview
L2: Sales are $745,568 (+17.7% vs PY), profit is $95,926 (+13.8% vs PY), orders are 1,723 (+22.2% vs PY), and the number of customers is 700 (+7.1% vs PY).
L3: Overall, each indicator shows an upward trend toward the end of the year.
L4: Over-reliance on the holiday season may suggest a different sales strategy throughout the year to increase sales and profit.

Chart 2: Sales by Segment
L2: The consumer segment has the highest sales, with an increase of 10.5% to prior year.
L3: The sales distribution shows a clear dominance of the Consumer segment with a significant gap toward others.
L4: Overall, each segment shows a good sales performance compared to the prior year, indicating a higher demand in all segments this year.

Chart 3: Sales by Region
L2: The highest sales are in the west region at $258K.
L3: The sales distribution shows a clear dominance of the West and East regions with significant gaps toward others.
L4: West and East region sales may be driven by population, which South and Central need a different sales strategy to boost the performance.

Chart 4: Sales by State
L2: California is the state in black and has the largest circle on the map with sales of 146,388.
L3: Coastal states, especially the West and East regions, dominate the larger circles, indicating higher sales.
L4: This geographic condition suggests that a different expansion into mid-tier states than the coastal areas could be the next growth target.

Chart 5: Sales by Category
L2: The highest sales are Phones at $105,668 in the Technology category, followed by Chairs at $98,032 in the Furniture category, and Binders at $73,651 in the Office Supplies category.
L3: Overall, all the Sub-Category sales performance is higher than the prior year, except for the Machines, Envelopes, and Tables.
L4: We can see from this year's sales that the phone is the product with the best sales performance, while last year Chairs were expected to be the best, but this year their performance has dropped to rank 2, suggesting different customer needs.

Chart 6: Sales | Top 5 Manufacturers
L2: The highest sales by manufacturer are Other grouping, followed by Canon.
L3: NOT APPLICABLE
L4: This may reflect the fairness of sales from different manufacturers without a monopoly, where the first one is a group of others, while the rank two through five manufacturers have just a slight sales difference.

Chart 7: Top Returns
L2: The highest return is from Binders, Office Supplies, with 37 orders returned.
L3: NOT APPLICABLE
L4: While the company is successfully expanding sales and profit, the return rates should be monitored to ensure growth does not erode profitability or customer satisfaction.",,,2026-04-27 20:29:08.05093+00,2026-04-29 11:08:16.547+00,,,FALSE,
110dd118-0791-4b19-b9b8-fb511c833ec7,a595b946-ffd8-416f-b8cb-9511eaff35ac,FALSE,,,,2026-04-08 21:21:54.362981+00,2026-04-08 21:21:54.297+00,,,FALSE,only_one_chart
1120a289-6f8e-4498-91d8-59bb0b7bb49d,4f4b551b-375a-4254-a013-76fe9527e6ed,TRUE,"Chart 1: Scoreboard Overview
L2: Sales are 733,215, profit is 93,439, and the number of orders is 1,687.
L3: The trend between each metric is having the same pattern, where it is steadily increasing toward the end of the year.
L4: This performance shows the dependency on the sales at the end of the year, suggesting a different sales strategy to increase sales in the early months.

Chart 2: Top 10 Profitable States
L2: The top 3 states are the most profitable states, with California's profit at 29,336, New York's at 24,357, and Washington's at 17,257.
L3: NOT APPLICABLE
L4: While California is the number one in profit, the second and third largest states by population do not appear in this top 10 list of profitable states, reflecting the purchasing power within these states.

Chart 3: Orders by Category
L2: The highest orders are the Office category at 1,272 orders.
L3: The order distribution shows a clear dominance of the Office category with a significant gap toward others.
L4: This reflects that office goods rely on quantity to drive sales, so they have the most orders compared to Furniture and Technology, which have a higher price per unit.

Chart 4: Most Profitable Orders
L2: The most profitable order came from order ID of CA-202-127432 in January with sub-category items of Copiers, Paper, and Storage.
L3: NOT APPLICABLE
L4: The most profitable order in January does not correspond with the high profit in later months, as demonstrated by earlier profit trend analysis, suggesting equal contributions among later orders.

Chart 5: Sales by Region
L2: The highest sales are in the west region at 250,128.
L3: The sales distribution shows a clear dominance of the West and East regions, with significant gaps toward other regions.
L4: West region sales may be driven by California, the most populous state in that region, supporting the previous analysis on sales by quantity and the most profitable state.
","Chart 1: Scoreboard Overview
L2: Sales are 733,215, profit is 93.439, and orders are 1,687.
L3: Sales and profit both show a generally upward trajectory, while orders also rise overall with visible fluctuations, suggesting broad business growth across the main performance metrics.
L4: This pattern may indicate that the business is not only generating more revenue but is also converting activity into profit more effectively over time, suggesting healthier overall momentum rather than growth driven by a single isolated metric.

Chart 2: Top 10 Profitable States
L2: California is the highest by 29.366.
L3: Profitability drops off sharply after the leading states, with California and New York standing clearly ahead of the rest, while the remaining states form a much lower tier.
L4: This concentration may indicate that state-level profit is heavily anchored in a small set of strong markets, suggesting that the business relies on a few geographic areas to drive a disproportionate share of earnings.

Chart 3: Orders by Category
L2: Office is the highest category by 1,272 orders.
L3: Office stands well above the other categories in order volume, while Furniture and Technology remain much lower and relatively closer to each other.
L4: This pattern may suggest that the business depends more heavily on frequent purchasing in Office products, indicating that routine or repeat-demand items are likely an important driver of order volume.

Chart 4: Most Profitable Orders
L2: CA-2021-127432 in January is the most profitable orders.
L3: NOT APPLICABLE
L4: The presence of a few standout highly profitable orders may indicate that a small number of transactions contribute disproportionately to profit, suggesting that order-level profitability can be strongly influenced by specific product combinations, low discounting, or unusually favorable deal structures.

Chart 5: Sales by Region
L2: South is the lowes region by sales: 122,906.  
L3: Regional sales show a clear stepped pattern, with West leading, East following, Central in the middle, and South trailing as the weakest region.
L4: This distribution may indicate uneven market strength across regions, suggesting that the business has a stronger commercial position in the West and East while the South may represent a comparatively weaker market or an area with lower sales penetration.","Chart 1: Scoreboard Overview
L2: Sales value is 733,215, Profit value is 93,439, and Orders values is 1,687
L3: Sales, Profit, and Orders all show strong upward trajectories over the period, with each accelerating toward the end, indicating that higher order activity is accompanied by parallel growth in both revenue and profit
L4: The upward movement in sales, profit, and orders suggests the business may be experiencing commercial momentum rather than isolated improvement in a single metric, which could indicate that stronger demand and transaction activity are translating into healthier overall performance.

Chart 2:Top 10 Profitable States
L2: The most profitables states is California with 29,366 followed by New York in second place with 24,357
L3: Profit is heavily concentrated in the top three states, with California (29,366), New York (24,357), and Washington (17,257) far ahead of the rest, followed by a sharp drop to much smaller profit contributions from the other states
L4: The strong profit concentration in California, New York, and Washington, followed by a sharp drop to the other states, suggests profitability may be driven by a small group of high performing markets where sales scale, customer density or margin quality are stronger, which could indicate that the business profitability are less geographically diversified.

Chart 3:Orders by Category
L2: Office category outsold other categories with 1,272 orders
L3: Orders are dominated by Office (1,272), which is more than double both Furniture (564) and Technology (526), while the later two categories contribute at relatively similar levels
L4: The much higher order volume in Office compared with Furniture and Technology suggests demand may be focused in routine, recurring workplace purchases rather than in less frequent big items, which could indicate that order stability is being supported more by replenishment behavior than by occasional high value category items.

Chart 4:Most Profitable Orders
L2: The most profitable orders are CA-2021-127432 in January with Copiers, Paper, and Storage, CA-2021-133263 in March with Binders and Copiers, CA-2021-138289 in January with Binders, Chairs, and Paper, and CA-2021-140151 in March with Copiers.
L3: NOT APPLICABLE
L4: The most profitable orders are concentrated in sub-categories like Copiers, Paper, Storage, Binders, and Chairs, all at 0% discount, suggests product quality may be strong enough to sells products without promotional programs.

Chart 5:Sales by region
L2: West has the highest sales compared to other region with 250,128 followed by East with 213,083, Central with 147,098 and the lowest is South with 122,906
L3: Sales are concentrated more heavily in the West (250,128) and East (213,083), while Central (147,098) and especially South (122,906) contribute noticeably less, showing a clear regional gap between the top two and bottom two regions
L4: The higher sales in the West and East compared with the Central and South regions suggest the business may be more established in larger and more commercially active markets, which could reflect stronger customer density, market maturity, or sales coverage in those regions rather than evenly distributed demand nationwide",2026-04-08 21:31:23.649069+00,2026-04-27 10:24:21.021+00,2026-04-25 21:41:35.153+00,2026-04-26 15:09:58.185+00,TRUE,
11b83985-953a-4362-9804-c2745ddda28a,415f9d0f-09aa-49f9-9863-003e29fadd63,FALSE,,,,2026-03-21 19:37:34.601227+00,2026-04-06 14:56:51.304+00,,,FALSE,incorrect_dataset
1437d760-2a30-41f0-a677-d0818b4e28b5,9b8dc002-fa3f-4a6f-a591-b03442fb873d,FALSE,,,,2026-03-30 18:33:48.678908+00,2026-04-06 15:35:51.226+00,,,FALSE,only_one_chart
1a0fd265-4837-47fa-90c7-cce8dd262f6b,cac2f14c-ca7d-43a9-a205-9d96bdbde414,FALSE,,,,2026-03-22 11:39:20.893535+00,2026-04-06 15:00:34.702+00,,,FALSE,incorrect_dataset
1ab9b725-7e08-42e2-921a-ed2a3675e2f9,daae97cc-7bc0-4362-a5e7-5a24f08037e9,FALSE,,,,2026-03-22 12:45:39.06849+00,2026-04-06 15:21:35.855+00,,,FALSE,only_one_chart
1b74d265-2316-4e68-9b3f-33d98a4befe9,f7f7c77a-95e8-4be9-b265-b44a79c014d9,FALSE,"Even though there are multiple charts, they would be treated as a single Scoreboard Overview chart by VLMs and therefore excluded.",,,2026-04-07 10:37:55.461949+00,2026-04-07 10:37:55.125+00,,,FALSE,only_one_chart
1be2bc8e-73c3-48ca-8448-273138896e3b,2ad321ba-fe21-4318-a090-85314c17d3ca,FALSE,,,,2026-03-22 12:44:26.570343+00,2026-04-06 15:20:33.587+00,,,FALSE,only_one_chart
1db161f4-5bf2-45f9-b937-01b340c07ef5,add0bd3d-2955-4f4e-9ada-633862ec5a3d,FALSE,,,,2026-03-22 12:16:54.944696+00,2026-04-06 15:14:13.516+00,,,FALSE,only_one_chart
1f7f7491-7229-4d28-ae12-eb94d5254fa5,e1c1935f-6ada-47ae-bd71-08a369101bc8,TRUE,"Chart 1: Scoreboard Overview
L2: Sales are $733.2K (+20.4% YoY), profit is $93.4K (+14.2% YoY), and sales per customer are $1K (+8.6% YoY).
L3: Overall, the trend shows an increase in sales towards the end of the year, while profit is highest early in the year and increases afterward.
L4: The lower profit rate at the end of the year may suggest a promotional strategy where sales depend on the discounted price, so the profit margin is small.

Chart 2: Monthly Sales by Segment
L2: The highest sales are in December in the Consumer segment.
L3: Each segment shows the same trend, where they have lower sales in the early years but increase steadily toward the end of the year.
L4: This pattern may show that the dependency of holiday season sales requires a different sales strategy throughout the year.

Chart 3: Sales by Category
L2: The highest sales by category are Technology at $272K.
L3: The sales distribution shows a clear dominance of the Technology category with a significant gap toward others.
L4: Technology surpassing office supplies may suggest that higher unit prices outweigh the impact of sales volume.",,,2026-04-27 10:12:49.896202+00,2026-04-29 10:54:46.495+00,,,FALSE,
20ec7b0e-07d4-4c88-b1ac-3f0ab43578d6,8a1e3b08-d300-475c-8b42-0e33421a96ec,FALSE,,,,2026-03-22 12:44:49.156275+00,2026-04-06 15:21:09.359+00,,,FALSE,learning_template
22a07f83-9658-4d0b-bce8-3a7b21f12686,eebc88f0-81aa-4726-9b81-7a8d19179a13,FALSE,,,,2026-03-21 17:17:41.473442+00,2026-04-06 14:46:42.015+00,,,FALSE,incorrect_dataset
233bcb27-e760-4255-90e6-a1af05d7cda7,0bef8d4d-d8c6-4f66-b9ca-bede3f4d7522,FALSE,,,,2026-03-21 19:59:36.12035+00,2026-04-06 17:38:51.235+00,,,FALSE,scraper_failure
23793677-5b3d-4dfc-9dc9-a00a2c29388f,e1e18120-b64c-4338-ad4c-370191456b46,FALSE,"Even though there are multiple charts, they would be treated as a single Scoreboard Overview chart by VLMs and therefore excluded.",,,2026-03-22 11:43:43.018587+00,2026-04-06 15:05:50.226+00,,,FALSE,only_one_chart
239ad1e5-d224-4282-a953-1e544890e0d6,4bf7af57-01a7-4c94-b734-d0ff93b4b504,FALSE,,,,2026-02-05 18:58:17.867579+00,2026-04-06 14:12:24.852+00,,,FALSE,require_interaction
23fb0a8c-93d7-4869-82b5-393e73fb085e,dcedbe76-fdd9-46eb-82b4-189a3ba1eb3e,FALSE,,,,2026-03-21 20:31:53.221684+00,2026-04-06 14:59:51.309+00,,,FALSE,unlabelled_graphs
25ac1180-4692-48e4-ad84-3fe5b6ee9be8,b7077eaf-5bda-4765-8a1a-31e2bf5688e2,FALSE,,,,2026-04-07 10:31:27.973088+00,2026-04-07 10:31:27.887+00,,,FALSE,unlabelled_graphs
25c88da0-7238-4d8b-94b4-311f5f02ee89,6370082c-6f18-4631-9a1f-940e188cf2cc,TRUE,"Chart 1: Scoreboard Overview
L2: Profit ratio is 12.7% (-0.7%), total sales are $733,215 (+20.4%), total profit is $93,439 (+14.2%), sales per customer are $564 (+.0%), and profit per order is $55 (-11.0%).
L3: Overall, the sales and profit of 2019 are showing an increase compared to the previous year, while the profit ratio and profit per order are lower than the prior year.
L4: Even though total sales and total profit are higher than the previous year, the lower performance of profit ratio and profit order may suggest the smaller margin strategy applied this year, where the business pushes for more sales at discounted prices or promotions.

Chart 2: Monthly Sales
L2: The highest sales peak in November was around $120,000.
L3: The sales appear to fluctuate with an overall upward trend toward the end of the year.
L4: The reliance on the end-of-the-year sales may suggest a different sales strategy to drive sales throughout the year.

Chart 3: Top 5 Subcategory by Sales
L2: Phones led the sub-categories in sales at $105,341.
L3: NOT APPLICABLE
L4: The top sales by sub-category are dominated by products that sell at higher unit prices compared to the products with higher sales quantities.

Chart 4: Order Details
L2: The highest sales and profit shown are $1,815 and $495 in the order ID of CA-2019-158526, with 0% discount from the customer name of Katherine Hughes in the Customer segment.
L3: NOT APPLICABLE
L4: The presence of a loss-making order at ($1) alongside a high-profit order of $495 suggests variability in discounting or cost structures across transactions.",,,2026-04-27 10:55:43.158991+00,2026-04-29 11:01:41.854+00,,,FALSE,
26f0f741-8f76-4b06-b322-e3aba71e6a6b,3cc1c64d-dd9c-48ea-a2ec-757ca976e1fc,FALSE,,,,2026-03-22 12:53:05.091838+00,2026-04-06 15:33:17.971+00,,,FALSE,learning_template
27766f76-6ee8-49f1-9789-a3084a1c5c04,6de19d21-27ed-44b3-8102-4d03343b35a5,FALSE,"Even though there are multiple charts, they would be treated as a single Scoreboard Overview chart by VLMs and therefore excluded.",,,2026-04-07 10:38:29.381431+00,2026-04-07 10:38:29.283+00,,,FALSE,only_one_chart
27aa91c4-2526-4b7e-931b-a28df05e2651,0b2ffff7-686b-4ff5-917f-98a3d25836d7,FALSE,,,,2026-03-22 11:43:57.990272+00,2026-04-06 15:07:26.53+00,,,FALSE,unlabelled_graphs
282bb486-d77e-4e5f-9194-fb6e768fd98d,9d51f23f-bbe6-4b2d-8798-49481056a6e7,FALSE,,,,2026-03-21 17:17:01.721072+00,2026-04-06 14:46:06.215+00,,,FALSE,learning_template
2a1c2503-ac38-4616-b4d9-b919b1ac92c4,c8815e23-c465-4ac5-b469-7d0c44a09be0,FALSE,,,,2026-03-31 18:45:17.57138+00,2026-04-06 15:35:31.121+00,,,FALSE,incorrect_dataset
2b033899-eff7-4576-a706-a1992c33b763,0ef215b2-9a02-4001-9658-b0e96f889acb,TRUE,"Chart 1: Scoreboard Overview
L2: Total sales are about $733.2K (+20.4% vs PY), total profit is $93.4K (+14.2% vs PY), quantity is 12,476 (+26.8% vs PY), and profit ratio is 12,7% (-0.7pp vs PY).
L3: Overall, the trend shows an increase in sales and quantity towards the end of the year, while profit is highest early in the year and increases afterward, and the profit ratio is lower than the previous year.
L4: The lower profit rate at the end of the year may suggest a promotional strategy where sales depend on the discounted price, so the profit margin is small.

Chart 2: Sales by Region
L2: The highest sales are in the west region at $250.1K with an increase of 33.4% compared to the previous year.
L3: The sales trend of West, East, and South shows an upward trend toward the end of the year, with all surpassing the prior year's sales, while the Central region has the highest sales in early and dips and fluctuates afterward with lower sales compared to the previous year.
L4: West and East region sales may be driven by population, while other regions have to follow the West region to improve their sales performance throughout the year and avoid relying on the holiday season and end-of-year sales.

Chart 3: Sales by State
L2: California leads the sales by $146,4K, while New York, Washington, and Texas follow with progressively smaller yet still substantial figures.
L3: A small group of states contributes a disproportionate share of total sales, with coastal and large‑population states dominating.
L4: This geographic condition suggests that a different expansion into mid-tier states than the coastal areas could be the next growth target.

Chart 4: Sales by Category
L2: The highest sales by category are in Technology at $271.7K, an increase of 20.0% from the previous year.
L3: The trend for each category shows a similar pattern where it would increase toward the end of the year and dip in the last month of December.
L4: Technology surpassing office supplies may suggest that higher unit prices outweigh sales volume.

Chart 5: Sales by Sub-Category in Technology
L2: Phones led the sub-categories in sales at $105.3K with an increase of 33.4% compared to the previous year.
L3: NOT APPLICABLE
L4: Demand in Phones is higher than the previous year, managing to surpass other sub-categories by a substantial gap.

Chart 6: Sales by Segment
L2: The consumer segment has the highest sales at $331.9K with an increase of 11.8% compared to the previous year, followed by Corporate and Home Office, where all segments successfully surpassed their previous year's sales.
L3: The trend for each category shows an increase in sales toward the end of the year.
L4: However, as we can see more clearly, the consumer was having successful sales in the last two months, while both Corporate and Home Office saw their sales drop in December, suggesting a combination of seasonal business slowdowns, employee vacations, and strategic financial decisions.

Chart 7: Sales by Top 50
L2: The first highest sales by customer is Raymond Buch at $14.2K.
L3: NOT APPLICABLE
L4: While being the number one, Raymond Buch has slightly higher sales compared to other customers, indicating a highly uniform or homogeneous top-tier client base. ",,,2026-04-28 08:39:31.721991+00,2026-04-29 11:19:40.439+00,,,FALSE,
2d3c2c9a-6d88-40dc-9872-fd81799e3427,cf26ca47-d375-45df-a63e-84f6d3abafda,FALSE,,,,2026-03-22 12:51:19.017098+00,2026-04-06 15:28:50.484+00,,,FALSE,incorrect_dataset
2e22e1b0-de7e-44d7-b827-46e93e21e54c,724d6225-8dc0-4f74-bd08-1a28c412859f,FALSE,,,,2026-03-22 12:50:41.330596+00,2026-04-06 15:28:02.139+00,,,FALSE,learning_template
