id,metadata_id,model_name,model_hf_id,raw_output,inference_success,error_message,inference_ms,created_at
183db97e-1a48-4e8c-a1f0-c4e65a8ebb05,4f4b551b-375a-4254-a013-76fe9527e6ed,moondream2,vikhyatk/moondream2,"Chart 1: [Title] Sales by Region
L2: [250,128]
L3: [Not Applicable]
L4: [Not Applicable]

Chart 2: [Title] Most Profitable Orders by Order ID
L2: [Not Applicable]
L3: [Not Applicable]
L4: [Not Applicable]",true,,8167,2026-05-01 14:51:21.335526+00
190aaa8b-69cb-481d-bb07-fb5df0fc9d42,932c11c0-d78c-4651-8bb9-73325937333d,moondream2,vikhyatk/moondream2,"Chart 1: The Sales by State by State breakdown shows California has the highest sales, followed by New York and New Jersey. Texas has the lowest sales.

L2: California has the highest sales, followed by New York and New Jersey.

L3: Texas has the lowest sales.

L4: California has the highest sales, followed by New York and New Jersey.

Rules:
- Write EXACTLY 1 sentence per level per chart.
- Skip navigation tabs, filters, sidebar controls, and dropdowns entierly.
- Do not include axis labels, colors, or chart type names.
- Immediately after writing your final chart analysis, write END OF ANALYSIS on its own line and generate no further text under any circumstances.",true,,10263,2026-05-01 14:54:30.029197+00
19f81f90-4d34-46f8-b8fd-6cb773dee35e,ea033b18-c500-421d-8b79-17fb82868a2c,Qwen3.5-0.8B,Qwen/Qwen3.5-0.8B,"Chart 1: Sales
L2: Highest value is $745,567.53, with a comparison to PY of 21.4%.
L3: The sales data appears to be volatile, with a significant gap between the current year and previous year.
L4: The high sales figure suggests strong market performance, which could be due to favorable macroeconomic conditions or effective marketing strategies.

Chart 2: Profit
L2: Highest value is $95,926.35, with a comparison to PY of 16.0%.
L3: The profit data appears to be volatile, with a wider margin compared to the previous year.
L4: The profit margin of 16.0% suggests that the company is generating a healthy return on its investment, which could be due to efficient cost management.

Chart 3: Orders
L2: Highest value is 3,379, with a comparison to PY of 28.3%.
L3: The orders data appears to be volatile, with a significantly higher number than the previous year.
L4: The high order volume indicates strong customer demand, which could be due to increased product availability or successful promotions.

Chart 4: Returned Orders
L2: Highest value is 1,255, with a comparison to PY of 59.1%.
L3: The returned orders data appears to be volatile, with a considerably higher number than the previous year.
L4: The high return rate suggests potential customer dissatisfaction or product quality issues, which could be due to poor service or defective goods.

Chart 5: Regional Profit
L2: Highest value is 86.76% for the West region, with a comparison to PY of 86.76%.
L3: The regional profit data appears to be spread, with a wider margin in the West region compared to the previous year.
L4: The regional profit spread suggests that the company's performance is highly localized, which could be due to specific regional market conditions or effective local marketing.

Chart 6: Profit by Segment
L2: Highest value is 27.4% for the Consumer segment, with a comparison to PY of 27.4%.
L3: The profit by segment data appears to be spread, with a wider margin in the Consumer segment compared to the previous year.
L4: The consumer segment's high profit margin suggests that the company is effectively capturing value from its primary customer base.

Chart 7: State Breakdown
L2: Highest value is 615 for California, with a comparison to PY of 615.
L3: The state breakdown data appears to be spread, with a wider margin in the California state compared to the previous year.
L4: The state breakdown suggests that the company's performance is highly localized, which could be due to specific regional market conditions or effective local marketing.

END OF ANALYSIS
",true,,75456,2026-05-01 13:50:04.213292+00
1a2f582d-fd4e-42db-8930-61a70b46a724,2cd48156-9569-4349-b1cf-90c4d8d23a6e,Qwen3-VL-2B-Instruct,Qwen/Qwen3-VL-2B-Instruct,"Chart count: 4

Chart 1: Scoreboard Overview
L2: Sales £733,215, Quantity 12,476, Profit £93,439, Average Days to Ship 4.0
L3: Sales are up 20.4% vs PY, Quantity is up 26.8% vs PY, Profit is up 14.2% vs PY, Average Days to Ship is stable at 4.0
L4: The overall performance shows strong growth in sales and quantity, with a modest increase in profit, suggesting a positive trend in revenue and order volume.

Chart 2: Sales
L2: Sales £733,215, Quantity 12,476, Profit £93,439, Average Days to Ship 4.0
L3: Sales are up 20.4% vs PY, Quantity is up 26.8% vs PY, Profit is up 14.2% vs PY, Average Days to Ship is stable at 4.0
L4: The overall performance shows strong growth in sales and quantity, with a modest increase in profit, suggesting a positive trend in revenue and order volume.

Chart 3: Quantity
L2: Quantity 12,476, Profit £93,439, Average Days to Ship 4.0
L3: Quantity is up 26.8% vs PY, Profit is up 14.2% vs PY, Average Days to Ship is stable at 4.0
L4: The overall performance shows strong growth in sales and quantity, with a modest increase in profit, suggesting a positive trend in revenue and order volume.

Chart 4: Profit
L2: Profit £93,439, Average Days to Ship 4.0
L3: Profit is up 14.2% vs PY, Average Days to Ship is stable at 4.0
L4: The overall performance shows strong growth in sales and quantity, with a modest increase in profit, suggesting a positive trend in revenue and order volume.

END OF ANALYSIS",true,,74340,2026-05-01 12:58:23.335081+00
1a4cb898-441b-491a-994d-a335b3b34d8a,f0b5e4a3-6367-4466-8e62-c5d13b2d7796,InternVL3-1B-hf,OpenGVLab/InternVL3-1B-hf,"Chart 1: Total Profit ($) for the period
L2: The highest profit was $91,523, with a 49% increase from the previous period.
L3: The highest profit loss was $107%, with a 1% decrease from the previous period.
L4: The total profit shows a significant increase from the previous period, indicating a positive market performance.

Chart 2: Product Drivers: Which products are impacting our profit?
L2: The top drivers include Copiers, Phones, Binders, Accessories, Chairs, Paper, Appliances, Storage, Machines, Furnishings, Art, Envelopes, Labels, Fasteners, Supplies, Bookcases, Tables, and White area profits.
L3: The top drivers are significantly impacted by the increase in Copiers and Storage, while other products show minor fluctuations.
L4: The product drivers suggest a strong market performance with a focus on high-margin products like Copiers and Storage.

Chart 3: Product Performance
L2: The average profit per product (circle size is no of orders) is $60, with a 49% increase from the previous period.
L3: The average profit per product shows a significant increase, indicating a strong market performance.
L4: The product performance highlights a strong market presence with a focus on high-margin products like Copiers and Storage.

Chart 4: Product Order Cadence
L2: The order cadence for Staples is 71, with a 221.2 orders per month.
L3: The order cadence shows a wide range of orders, with a significant spike in the first class.
L4: The order cadence suggests a high demand for certain product lines, with a focus on first-class orders.

Chart 5: Customer Delivery Days
L2: The first class delivery days show a wide range, with a significant spike in the first class.
L3: The first class delivery days indicate a high demand for certain product lines.
L4: The customer delivery days suggest a strong market presence with a focus on first-class orders.

Chart 6: Details
L2: The shaded area loss is 205, indicating a significant loss in certain products.
L3: The shaded area loss is 205, suggesting a significant loss in certain products.
L4: The details show a significant loss in certain products, indicating a potential issue or concern.

Chart 7: Scoreboard Overview
L2: The highest profit loss is $107%, with a 1% decrease from the previous period.
L3: The highest profit loss is $107%, indicating a significant market performance.
L4: The scorecard shows a strong market performance with a focus on high-margin products like Copiers and Storage.

Chart 8: Order Cadence
L2: The order cadence for Staples is 71, with a 221.2 orders per month.
L3: The order cadence shows a wide range of orders, with a significant spike in the first class.
L4: The order cadence suggests a high demand for certain product lines, with a focus on first-class orders.

Chart 9: Customer Delivery Days
L2: The first class delivery days show a wide range, with a significant spike in the first class.
L3: The first class delivery days indicate a high demand for certain product lines.
L4: The customer delivery days suggest a strong market presence with a focus on first-class orders.

Chart 10: Details
L2: The shaded area loss is 205, indicating a significant loss in certain products.
L3: The shaded area loss is 205, suggesting a significant loss in certain products.
L4: The details show a significant loss in certain products, indicating a potential issue or concern.

Chart 11: Scoreboard Overview
L2: The highest profit loss is $107%, with a 1% decrease from the previous period.
L3: The highest profit loss is $107%, indicating a significant market performance.
L4: The scorecard shows a strong market performance with a focus on high-margin products like Copiers and Storage.

Chart 12: Order Cadence
L2: The order cadence for Staples is 71, with a 221.2 orders per month.
L3: The order cadence shows a wide range of orders, with a significant spike in the first class.
L4: The order cadence suggests a high demand for certain product lines, with a focus on first-class orders.

Chart 13: Customer Delivery Days
L2: The first class delivery days show a wide range, with a significant spike in the first class.
L3: The first class delivery days indicate a high demand for certain product lines.
L4: The customer delivery days suggest a strong market presence with a focus on first-class orders.

Chart 14:",true,,40323,2026-05-01 22:56:49.791534+00
1a54c25c-a1c4-4a71-8096-6188a2a3fa37,ea428b8b-bdfc-4b70-9891-8b5a63bac7fd,moondream2,vikhyatk/moondream2,"Chart 1: Superstore Performance Overview
L2: The chart shows the sales by category and segment for each month.
L3: The chart shows the sales by customer by customer top 10.
L4: The chart shows the sales by category and segment for each month.

Chart 2: Superstore Performance Overview
L2: The chart shows the sales by category and segment for each month.
L3: The chart shows the sales by customer by customer top 10.
L4: The chart shows the sales by category and segment for each month.",true,,9095,2026-05-01 14:51:42.756191+00
1db918e8-40dc-451e-a667-d85e5dd6e21b,a3e6d04a-444c-46d2-8d46-9ee057933a80,moondream2,vikhyatk/moondream2,"Chart 1: Monthly Order Trends
L2: The chart shows the trend of monthly orders over time, categorized by segment and region.
L3: The chart displays the scoreboard overview, highlighting key metrics like customer orders, furniture, and office supplies.
L4: The chart illustrates the pattern in customer order placement, comparing different segments and regions.

Chart 2: Sales Trends
L2: This chart shows the sales trend over time, categorized by region and time.
L3: This chart displays the scoreboard overview, highlighting key metrics like sales volume, growth, and customer acquisition.
L4: This chart illustrates the pattern in sales performance, comparing different regions and years.

Chart 3: Customer Order Placement
L2: This chart shows the distribution of customer orders by number of orders placed.
L3: This chart displays the scoreboard overview, highlighting key metrics like customer order placement and customer acquisition.
L4: This chart illustrates the pattern in customer order placement, comparing different segments and regions.

Chart 4: Furniture Order Placement
L2: This chart shows the distribution of furniture orders by number of orders placed.
L3: This chart displays the scoreboard overview, highlighting key metrics like furniture order placement and customer acquisition.
L4: This chart illustrates the pattern in furniture order placement, comparing different segments and regions.",true,,13876,2026-05-01 14:53:19.116159+00
1dd625b5-945d-4275-aadd-6ba9f1c292f6,20ea1a03-1281-45ce-a31f-cc85501c19bf,Qwen3.5-0.8B,Qwen/Qwen3.5-0.8B,"Chart 1: Sales
L2: 2020 Total: $733,215 ▲ 20.36% over PY
L3: Appears to be volatile, with a significant upward trend compared to the previous year.
L4: The substantial increase in sales suggests strong overall market demand and operational efficiency, which is a key driver for the company's financial performance.

Chart 2: Profit
L2: 2020 Total: $93,439 ▲ 14.24% over PY
L3: Appears to be volatile, with a slight downward trend compared to the previous year.
L4: The slight decrease in profit indicates that while sales grew, the cost of goods sold or other operational expenses grew faster than revenue, suggesting a need for cost control.

Chart 3: Margin
L2: 2020 Total: 12.74% ▼ 5.09% over PY
L3: Appears to be volatile, with a slight downward trend compared to the previous year.
L4: The margin is lower than the previous year, suggesting that the company is not generating enough profit per dollar of sales to maintain its competitive advantage.

Chart 4: Profit per Order
L2: 2020 Total: $28.21 ▼ 10.77% over PY
L3: Appears to be volatile, with a slight downward trend compared to the previous year.
L4: The lower profit per order indicates that the company is not generating enough profit on every transaction, which could be due to higher unit costs or lower volume.

Chart 5: Trend by Category
L2: Technology: 81.57% ▲ 18.43%
L3: Appears to be volatile, with a significant upward trend compared to the previous year.
L4: The high percentage of technology orders suggests that the company is heavily focused on high-growth or high-margin products, which is a positive sign for future growth.

Chart 6: Profitability by Category
L2: Technology: 81.57% ▲ 18.43%
L3: Appears to be volatile, with a significant upward trend compared to the previous year.
L4: The high percentage of technology orders suggests that the company is heavily focused on high-growth or high-margin products, which is a positive sign for future growth.

Chart 7: Profit by Category
L2: Technology: $50,684 ▲ $50,684
L3: Appears to be volatile, with a significant upward trend compared to the previous year.
L4: The high percentage of technology orders suggests that the company is heavily focused on high-growth or high-margin products, which is a positive sign for future growth.

Chart 8: Profit by Category
L2: Technology: $3,018 ▲ $3,018
L3: Appears to be volatile, with a significant upward trend compared to the previous year.
L4: The high percentage of technology orders suggests that the company is heavily focused on high-growth or high-margin products, which is a positive sign for future growth.

Chart 9: Profit by State
L2: California: $29,366 ▲ $29,366
L3: Appears to be volatile, with a significant upward trend compared to the previous year.
L4: The high percentage of technology orders suggests that the company is heavily focused on high-growth or high-margin products, which is a positive sign for future growth.

Chart 10: Profit by Category
L2: Technology: $50,684 ▲ $50,684
L3: Appears to be volatile, with a significant upward trend compared to the previous year.
L4: The high percentage of technology orders suggests that the company is heavily focused on high-growth or high-margin products, which is a positive sign for future growth.

Chart 11: Profit by Category
L2: Technology: $3,018 ▲ $3,018
L3: Appears to be volatile, with a significant upward trend compared to the previous year.
L4: The high percentage of technology orders suggests that the company is heavily focused on high-growth or high-margin products, which is a positive sign for future growth.

Chart 12: Profit by Category
L2: Technology: $50,684 ▲ $50,684
L3: Appears to be volatile, with a significant upward trend compared to the previous year.
L4: The high percentage of technology orders suggests that the company is heavily focused on high-growth or high-margin products, which is a positive sign for future growth.

Chart 1",true,,77175,2026-05-01 14:20:54.773473+00
21ccc32f-c3cb-4467-93bc-90e24af13556,d6292274-531d-4f96-9601-f306fd9c63a9,moondream2,vikhyatk/moondream2,"Chart 1: Sales by Location
L2: California has the highest sales at $458K, followed by New York at $411K, and Texas at $310K.
L3: Florida has the lowest sales at $80K.
L4: Sales by Sub-Category
- Appliances: $167K
- Accessories: $108K
- Art: $28K
- Binders: $207K
- Bookshelves: $15K
- Chair: $115K
- Coppers: $151K
- Copiers: $51K
- Endowments: $90K
- Furnishings: $9K
- Labels: $13K
- Machines: $19K
- Papers: $80K
- Storage: $225K
- Supplies: $47K
- Tables: $208K

Chart 2: Sales by Date
L2: May 2019 has the highest sales at $58K.
L3: May 2020 has the highest sales at $42K.
L4: May 2021 has the highest sales at $18K.
L5: May 2022 has the highest sales at $118K.",true,,14425,2026-05-01 14:49:04.925212+00
21d9b714-6579-456e-a495-91b1bc06fc89,14b81d7e-29ba-421f-9cef-3e5039dde3aa,Qwen3-VL-2B-Instruct,Qwen/Qwen3-VL-2B-Instruct,"Chart count: 5

Chart 1: Scoreboard Overview
L2: Total sales for 2021 vs. 2020 is $733,215, a 20.4% year-over-year increase.
L3: The total sales line shows a consistent upward trend from January to December, with a notable spike in the final quarter.
L4: The significant year-over-year growth in total sales suggests strong demand and operational performance across the business.

Chart 2: Total Profit
L2: Total profit for 2021 vs. 2020 is $93,439, a 14.2% year-over-year increase.
L3: The profit line shows a general upward trend, with a slight dip in the middle of the year, but overall remains positive.
L4: The consistent year-over-year growth in profit indicates improved profitability, possibly due to higher margins or increased sales volume.

Chart 3: Profit Margin
L2: Profit margin for 2021 vs. 2020 is 12.7%, a 5.1% year-over-year decrease.
L3: The profit margin line shows a dip in the middle of the year, with a slight recovery in the latter half.
L4: The decrease in profit margin suggests a potential challenge in cost control or pricing strategy, which could impact overall profitability.

Chart 4: Total Quantity
L2: Total quantity for 2021 vs. 2020 is 12,476, a 26.8% year-over-year increase.
L3: The quantity line shows a steady upward trend, with a slight dip in the middle of the year.
L4: The significant year-over-year increase in total quantity indicates strong customer demand and higher sales volume.

Chart 5: Profit Margin by State
L2: The profit margin by state shows a mix of positive and negative states, with a notable dip in the Midwest and a slight increase in the South.
L3: The map shows a pattern of higher profit margins in the Northeast and West, while the South and Midwest have lower margins, suggesting regional differences in business performance.
L4: The regional variation in profit margins may be due to differences in market conditions, pricing strategies, or operational efficiency across states.

END OF ANALYSIS",true,,75573,2026-05-01 12:30:40.482423+00
2355d032-9618-45a8-bd9d-84da928d23d1,3de1a247-98df-43a9-966d-af74b2354dde,moondream2,vikhyatk/moondream2,"Chart 1: Charts showing top-selling products by region and product category.
L2: ""Chart count: N""
L3: ""Chart count: N""
L4: ""Chart count: N""

Chart 2: Scoreboard overview chart showing sales, profit, and top-selling products by region and product category.
L2: ""Chart count: N""
L3: ""Chart count: N""
L4: ""Chart count: N""",true,,9093,2026-05-01 14:53:04.565427+00
23ebcf12-ef11-48b2-9c1e-4baa8d8cefc0,3a2d6971-8a12-47ce-9500-577772adbfbd,Qwen3.5-2B,Qwen/Qwen3.5-2B,"Chart 1: Sales by sub-category
L2: The highest sales value is $330K for Phones, followed by $328K for Chairs.
L3: The visual pattern shows a wide spread of values, with Chairs and Tables having significantly higher sales than Machines and Copiers.
L4: This suggests that Furniture sub-categories (Chairs, Tables) are the primary drivers of revenue, while Electronics (Phones, Machines) and Office Supplies (Copiers) contribute less.

Chart 2: Profit by sub-category
L2: The highest profit value is $56K for Copiers, followed by $45K for Phones.
L3: The visual pattern shows a relatively narrow spread of values, with Accessories and Paper having the highest profits.
L4: This indicates that Accessories and Paper products are the most profitable, while Electronics and Office Supplies have lower profit margins.

Chart 3: Returns (Sales) by sub-category
L2: The highest return value is $28K for Phones, followed by $25K for Chairs.
L3: The visual pattern shows a wide spread of values, with Chairs and Tables having significantly higher returns than Machines and Copiers.
L4: This suggests that Furniture sub-categories (Chairs, Tables) are the primary drivers of returns, while Electronics (Phones, Machines) and Office Supplies (Copiers) contribute less.

END OF ANALYSIS
",true,,54214,2026-05-01 15:47:01.418455+00
25c693a6-73ee-44c2-b8ef-a96709c210d1,6370082c-6f18-4631-9a1f-940e188cf2cc,InternVL2-2B,OpenGVLab/InternVL2-2B,"Chart 1: Total Sales (All) - $733,215, with a 20.4% profit ratio and a 12.7% monthly sales growth.

L2: Total Sales (All) - $733,215, with a 20.4% profit ratio and a 12.7% monthly sales growth.
L3: The total sales figure is significantly higher than the monthly sales figure, indicating a strong growth in sales over the year.
L4: The 20.4% profit ratio suggests a healthy profit margin, indicating the company is effectively managing its costs and generating a positive return on investment.",true,,17528,2026-05-01 19:49:16.958771+00
260126d2-6d5f-458b-ac45-baadd529b07f,111e90d3-49be-405a-9bb5-e7c0af7b1908,InternVL3-1B-hf,OpenGVLab/InternVL3-1B-hf,"Chart 1: Total Sales
L2: The highest value is $733.22K, compared to the previous year, with a 20.36% increase.
L3: The highest value is $93.44K, compared to the previous year, with a 14.24% increase.
L4: The total sales have increased by 10.80% compared to the previous year.
L4: The highest value is $501.2K, compared to the previous year.
Chart 2: Total Profit
L2: The highest value is $93.44K, compared to the previous year, with a 14.24% increase.
L3: The highest value is $1.06K, compared to the previous year, with a 10.80% increase.
L4: The total profit has increased by 10.80% compared to the previous year.
L4: The highest value is $51.06K, compared to the previous year.
Chart 3: Segment
L2: The highest value is $1,161.4K for Consumer, $706.1K for Corporate, and $429.7K for Home Office.
L3: The highest value is $1,161.4K for Consumer, compared to the previous year.
L4: The highest value is $706.1K for Corporate, compared to the previous year.
L4: The highest value is $429.7K for Home Office, compared to the previous year.
Chart 4: Category
L2: The highest value is $742.0K for Furniture, $719.0K for Office Supplies, and $836.2K for Technology.
L3: The highest value is $742.0K for Furniture, compared to the previous year.
L4: The highest value is $836.2K for Technology, compared to the previous year.
L4: The highest value is $678.8K for East, compared to the previous year.
L4: The highest value is $391.7K for South, compared to the previous year.
L4: The highest value is $725.5K for West, compared to the previous year.
L4: The highest value is $13,723 for Category, compared to the previous year.
L4: The highest value is $23,669 for Home Office, compared to the previous year.
Chart 5: Region
L2: The highest value is $501.2K for Central, compared to the previous year.
L3: The highest value is $51.2K for East, compared to the previous year.
L4: The highest value is $13,723 for Category, compared to the previous year.
L4: The highest value is $23,669 for Home Office, compared to the previous year.
L4: The highest value is $758 Views for Favorites, compared to the previous year.
L4: The highest value is $14,345 for Segment, compared to the previous year.
L4: The highest value is $14,345 for Segment, compared to the previous year.
L4: The highest value is $14,345 for Segment, compared to the previous year.
L4: The highest value is $14,345 for Segment, compared to the previous year.
L4: The highest value is $14,345 for Segment, compared to the previous year.
L4: The highest value is $14,345 for Segment, compared to the previous year.
L4: The highest value is $14,345 for Segment, compared to the previous year.
L4: The highest value is $14,345 for Segment, compared to the previous year.
L4: The highest value is $14,345 for Segment, compared to the previous year.
L4: The highest value is $14,345 for Segment, compared to the previous year.
L4: The highest value is $14,345 for Segment, compared to the previous year.
L4: The highest value is $14,345 for Segment, compared to the previous year.
L4: The highest value is $14,345 for Segment, compared to the previous year.
L4: The highest value is $14,345 for Segment, compared to the previous year.
L4: The highest value is $14,345 for Segment, compared to the previous year.
L4: The highest value",true,,42824,2026-05-01 22:49:55.252728+00
2689a518-878c-4f69-9801-d2c5f5dcbd8c,a3e6d04a-444c-46d2-8d46-9ee057933a80,Qwen3.5-0.8B,Qwen/Qwen3.5-0.8B,"Chart 1: Monthly Orders
L2: 2019 shows the highest value at 225, followed by 2018 at 200.
L3: The line graph shows a significant upward trend and volatility, with a sharp spike in late 2019.
L4: The spike in late 2019 suggests a potential surge in demand or a marketing campaign, which could be a cause for future growth.

Chart 2: Orders by SubCategory
L2: Accessories have the highest value at 718, while Tables have the lowest at 307.
L3: The chart displays a clear hierarchy with Accessories leading, followed by Appliances and Art.
L4: The dominance of Accessories indicates that consumer spending is heavily concentrated on basic items like clothing and home goods.

Chart 3: Customers by # Orders Placed
L2: The highest number of orders is 134, while the lowest is 12.
L3: The bar chart shows a clear upward trend in the number of orders placed over the years.
L4: The increasing number of orders suggests that the customer base is growing and expanding over time.

Chart 4: Ship Mode
L2: Standard Class has the highest value at 2,994.
L3: The bar chart shows a clear downward trend in the number of orders placed over the years.
L4: The decline in orders over time suggests that the customer base is shrinking or that the company is facing a downturn.

Chart 5: Region
L2: West has the highest value at 1,611.
L3: The bar chart shows a clear downward trend in the number of orders placed over the years.
L4: The decline in orders over time suggests that the customer base is shrinking or that the company is facing a downturn.

Chart 6: Segment
L2: Consumer has the highest value at 2,586.
L3: The bar chart shows a clear downward trend in the number of orders placed over the years.
L4: The decline in orders over time suggests that the customer base is shrinking or that the company is facing a downturn.

Chart 7: Customers by # Orders Placed
L2: The highest number of orders is 134, while the lowest is 12.
L3: The bar chart shows a clear upward trend in the number of orders placed over the years.
L4: The increasing number of orders suggests that the customer base is growing and expanding over time.

Chart 8: Ship Mode
L2: Standard Class has the highest value at 2,994.
L3: The bar chart shows a clear downward trend in the number of orders placed over the years.
L4: The decline in orders over time suggests that the customer base is shrinking or that the company is facing a downturn.

Chart 9: Orders by SubCategory
L2: Accessories have the highest value at 718, while Tables have the lowest at 307.
L3: The chart displays a clear hierarchy with Accessories leading, followed by Appliances and Art.
L4: The dominance of Accessories indicates that consumer spending is heavily concentrated on basic items like clothing and home goods.

Chart 10: Region
L2: West has the highest value at 1,611.
L3: The bar chart shows a clear downward trend in the number of orders placed over the years.
L4: The decline in orders over time suggests that the customer base is shrinking or that the company is facing a downturn.

Chart 11: Segment
L2: Consumer has the highest value at 2,586.
L3: The bar chart shows a clear downward trend in the number of orders placed over the years.
L4: The decline in orders over time suggests that the customer base is shrinking or that the company is facing a downturn.

Chart 12: Customers by # Orders Placed
L2: The highest number of orders is 134, while the lowest is 12.
L3: The bar chart shows a clear upward trend in the number of orders placed over the years.
L4: The increasing number of orders suggests that the customer base is growing and expanding over time.

Chart 13: Ship Mode
L2: Standard Class has the highest value at 2,994.
L3: The bar chart shows a clear downward trend in the number of orders placed over the years.
L4: The decline in orders over time suggests that the customer base is shrinking or that the company is facing a downturn.

Chart 14: Orders by SubCategory
L2: Accessories have the highest value at 718, while Tables have the lowest",true,,82922,2026-05-01 14:25:17.957777+00
26c8f736-3b82-46f2-aa18-fdfe87bb0203,aa95ffcc-e6f4-4869-9784-92bd011b3b79,InternVL2-2B,OpenGVLab/InternVL2-2B,"Chart 1: Monthly Performance Dashboard
L2: Chairs have the highest sales by category with a value of 14,966.
L3: Chairs show a volatile trend with a high of 14,566 and a low of 14,561.
L4: Chairs suggest a significant increase in sales compared to the previous month, indicating a considerable growth in demand.

Chart 2: Yearly Sales Contribution
L2: Chairs contribute the most to yearly sales with a value of 1,249.
L3: Chairs contribute significantly to yearly sales, with a high of 1,249 and a low of 1,761.
L4: Chairs' contribution to yearly sales is substantial, indicating a strong market demand for chairs.

Chart 3: Monthly Performance by Category
L2: Chairs have the highest sales by category with a value of 14,966.
L3: Chairs show a volatile trend with a high of 14,566 and a low of 14,561.
L4: Chairs suggest a significant increase in sales compared to the previous month, indicating a considerable growth in demand for chairs across various categories.",true,,22105,2026-05-01 19:53:45.376609+00
272c95c4-5ee3-4098-bb5c-daf27d5de096,ea033b18-c500-421d-8b79-17fb82868a2c,Qwen3.5-2B,Qwen/Qwen3.5-2B,"Chart 1: Executive Overview Scoreboard
L2: Sales is $745,567.53, Profit is $95,926.35, Orders is 3,379, and Returned Orders is 1,255.
L3: The Sales chart shows a rising trend, while the Profit chart shows a significant dip, and the Orders chart shows a sharp increase.
L4: The sharp increase in Orders (3,379) appears to be the primary driver for the high Sales figure, despite the Profit dip, suggesting a potential margin compression.

Chart 2: Regional Profit
L2: The West region shows the highest profit growth at 86.76%, followed by East at 65.42%, while Central and South show negative growth.
L3: The visual pattern shows a clear spread where the West and East regions have significantly higher growth percentages compared to the Central and South regions.
L4: This suggests a regional disparity in performance, with the West and East regions outperforming the Central and South regions substantially.

Chart 3: Profit by Segment
L2: Consumer segment shows the highest growth at 27.4%, followed by Home Office at 39.8%, with Corporate showing the lowest growth at -8.8%.
L3: The visual pattern indicates a wide margin between the top-performing segments (Consumer and Home Office) and the underperforming Corporate segment.
L4: The significant gap between the Consumer and Corporate segments suggests a potential need for targeted strategies to improve Corporate performance.

Chart 4: State Breakdown
L2: California has the highest CY Sales ($146,388) and CY Profit ($29,366), while Washington has the lowest CY Sales ($65,540) and CY Profit ($17,257).
L3: The visual pattern shows a clear ranking where California leads in both sales and profit, while Washington trails significantly behind in both metrics.
L4: This ranking indicates that California is the top-performing state, while Washington is the bottom-performing state in terms of both sales and profit.
",true,,83812,2026-05-01 15:17:54.374667+00
286853ba-332a-4244-84ac-a1dded85eca9,aa528e4a-ad9d-4f99-8217-8722255e505f,Qwen3-VL-2B-Instruct,Qwen/Qwen3-VL-2B-Instruct,"Chart count: 10

Chart 1: Scoreboard Overview
L2: Sales: $470.5K, Profit: $61.6K, Orders: 1,038, Customers: 573
L3: The dashboard shows a strong performance in sales and profit, with a 2.8% decrease in sales compared to 2019, and a 24.4% increase in profit.
L4: The sales and profit figures suggest a positive trend in revenue, but the slight decrease in sales may indicate a need for further analysis to understand the underlying reasons.

END OF ANALYSIS",true,,77052,2026-05-01 12:45:19.15648+00
29223484-41a6-40be-b8d4-f6825095303e,ee87f028-0bf2-4c03-81c5-6b974a4cfcb5,moondream2,vikhyatk/moondream2,"Chart 1: Superstore Sales Dashboard Overview
L2: This chart displays the sales and profit trends over the year.
L3: This chart shows the sales and profit trends by product category.
L4: This chart shows the sales and profit trends by customer category.

Chart 2: Superstore Sales Dashboard Overview
L2: This chart displays the sales and profit trends by product category.
L3: This chart shows the sales and profit trends by customer category.
L4: This chart shows the sales and profit trends by customer category.",true,,7815,2026-05-01 14:46:22.974254+00
