id,dashboard_name,dashboard_link,dashboard_author,bucket_path,created_at,favorite_count
14b81d7e-29ba-421f-9cef-3e5039dde3aa,Mobile-Optimized Superstore Sales Dashboard,https://public.tableau.com/app/profile/agata1619/viz/Mobile-OptimizedSuperstoreSalesDashboard/SalesSummary,Agata Ketterick,screenshots/14b81d7e-29ba-421f-9cef-3e5039dde3aa.png,2026-02-05 10:05:41.83097+00,563
14d6d46f-f930-400c-8aa2-61c0ff28cc21,Superstore,https://public.tableau.com/app/profile/suresh.gowda/viz/Superstore_16642001283350/Overview,Suresh Gowda,screenshots/14d6d46f-f930-400c-8aa2-61c0ff28cc21.png,2026-03-21 18:53:15.903627+00,29
1572a673-6894-412a-84e9-cd0576ad77fa,Profit Analysis- Sample Superstore,https://public.tableau.com/app/profile/vizze.ss/viz/ProfitAnalysis_15975721651810/ProfitAnalysis,Shalaka Saraogi,screenshots/1572a673-6894-412a-84e9-cd0576ad77fa.png,2026-03-21 18:46:05.758485+00,15
170cd90e-dfd5-4c72-af3b-37b8a9ccdc49,Superstore Scatterplot Comet Chart,https://public.tableau.com/app/profile/kevin.flerlage/viz/SuperstoreScatterplotCometChart/SuperstoreScatterCometChart,Kevin Flerlage,screenshots/170cd90e-dfd5-4c72-af3b-37b8a9ccdc49.png,2026-03-21 19:20:51.276494+00,27
17b6145e-9143-4f8b-8b2d-9103e59c6747,Sample Superstore,https://public.tableau.com/app/profile/nirmalkumar.a/viz/SuperstoreExercise_15563011021530/SuperstoreAnalysis,Nirmal Kumar,screenshots/17b6145e-9143-4f8b-8b2d-9103e59c6747.png,2026-04-08 20:23:17.346131+00,18
181ee4e9-ff04-454f-a549-545a827530da,The Superstore Table Story,https://public.tableau.com/app/profile/mahmoud.yaghmour/viz/TheSuperstoreTableStory/5TheStory,Mahmoud Yaghmour,screenshots/181ee4e9-ff04-454f-a549-545a827530da.png,2026-04-08 20:03:27.940319+00,21
18ccd882-7e37-46d5-b1b9-90d600dd5e93,Superstore KPIs,https://public.tableau.com/app/profile/andy.kriebel/viz/SuperstoreKPIs_15952622705870/Sample,Andy Kriebel,screenshots/18ccd882-7e37-46d5-b1b9-90d600dd5e93.png,2026-03-21 18:21:17.796682+00,423
1901e2a5-3dbc-4c6d-8525-fc1525fda62f,Superstore,https://public.tableau.com/app/profile/irene.schmidt/viz/Superstore_15939082683400/SUPERSTORE,Irene Christina Schmidt,screenshots/1901e2a5-3dbc-4c6d-8525-fc1525fda62f.png,2026-03-21 18:38:39.694407+00,87
190a0b2a-1204-441f-89a1-f56070521947,Superstore ELVTR,https://public.tableau.com/app/profile/bill.yost/viz/SuperstoreELVTR/SuperstoreDashboard,Bill Yost,screenshots/190a0b2a-1204-441f-89a1-f56070521947.png,2026-03-21 18:23:49.52832+00,110
19155b7b-ac79-4da8-bf26-a068bb83d9ff,Superstore Sales (mobile view),https://public.tableau.com/app/profile/adi.mccrea/viz/superstoresalesmobileview/mobileview,Adi McCrea (she / her),screenshots/19155b7b-ac79-4da8-bf26-a068bb83d9ff.png,2026-02-05 10:12:19.505703+00,36
198b7ed3-ab12-4de1-b933-1bab9690cf3b,Superstore,https://public.tableau.com/app/profile/vidhyasri/viz/Superstore_1854/Sheet4,vidhyasri,screenshots/198b7ed3-ab12-4de1-b933-1bab9690cf3b.png,2026-03-21 19:27:25.104037+00,20
1b0592b2-b7f5-4849-8e09-c00b307bf172,Mobile Modern Dashboard,https://public.tableau.com/app/profile/lindsay.betzendahl/viz/MobileModernDashboard/MobileDesignSummary,Lindsay Betzendahl,screenshots/1b0592b2-b7f5-4849-8e09-c00b307bf172.png,2026-04-08 19:24:56.069448+00,239
1c6fba5d-67a4-4f86-b7a8-6f5f37c4dd30,KPI Superstore Design,https://public.tableau.com/app/profile/owen.barnes/viz/KPISuperstoreDesign/Light,Owen Barnes,screenshots/1c6fba5d-67a4-4f86-b7a8-6f5f37c4dd30.png,2026-04-08 20:20:12.389179+00,23
2019836a-f3d4-4f94-acd8-efa727da5378,iPhone - Superstore Sales,https://public.tableau.com/app/profile/mirandali/viz/iPhone-SuperstoreSales/iPhoneStory,Miranda Li,screenshots/2019836a-f3d4-4f94-acd8-efa727da5378.png,2026-02-05 10:14:07.201939+00,7
2079f54b-9040-4391-95cf-d215dabce43c,Superstore Overview Dashboard,https://public.tableau.com/app/profile/waqar.ahmed.shaikh/viz/SuperstoreOverviewDashboard_17090332693110/HomeLM,Waqar Ahmed Shaikh,screenshots/2079f54b-9040-4391-95cf-d215dabce43c.png,2026-03-21 18:20:12.171633+00,784
20885fd1-069f-4c64-9ae7-e869c8c5e000,Superstore Analysis,https://public.tableau.com/app/profile/insan.cahya.setia/viz/SuperstoreAnalysis_16405253966160/DashboardOrders,Insan Cahya Setia,screenshots/20885fd1-069f-4c64-9ae7-e869c8c5e000.png,2026-04-08 20:00:18.238636+00,134
20ea1a03-1281-45ce-a31f-cc85501c19bf,Superstore Performance Overview,https://public.tableau.com/app/profile/julie.li/viz/SupersorePerformanceOverview/PerformanceMetrics,Julie Li,screenshots/20ea1a03-1281-45ce-a31f-cc85501c19bf.png,2026-03-21 19:19:31.883932+00,5
212e8493-90a1-435f-b1f1-ea4fd5fe6496,EU Superstore Sales (IIB Awards Longlist),https://public.tableau.com/app/profile/naresh.suglani/viz/SuperstoreEUSales_16867286714330/Summary,Naresh Suglani,screenshots/212e8493-90a1-435f-b1f1-ea4fd5fe6496.png,2026-02-05 10:09:00.22032+00,601
22298632-ddce-49f8-8add-819412ae084d,Sample Superstore,https://public.tableau.com/app/profile/anurag.patel/viz/SampleSuperstore_GRIP-Sparks/Quickview,Anurag Patel,screenshots/22298632-ddce-49f8-8add-819412ae084d.png,2026-03-21 19:23:08.829499+00,23
245429a7-88d9-4b8b-9b44-bb64f9e8149b,Superstore Comparison Tool,https://public.tableau.com/app/profile/kasia.gasiewska.holc/viz/SuperstoreComparisonTool/SuperstoreComparisonTool,Kasia Gąsiewska-Holc,screenshots/245429a7-88d9-4b8b-9b44-bb64f9e8149b.png,2026-03-21 18:29:57.842241+00,134
2504afc9-8288-4bd4-b02d-61f75887c7a8,sample superstore,https://public.tableau.com/app/profile/shreejal.gupta/viz/sale_16411346112610/Dashboard1,Shreejal Gupta,screenshots/2504afc9-8288-4bd4-b02d-61f75887c7a8.png,2026-03-21 19:09:54.587999+00,11
25d332e4-f374-47e5-ad95-071cccdffd5c,Superstore Product Sales Variance 2018-2019,https://public.tableau.com/app/profile/klaus.schulte/viz/SuperstoreProductSalesVariance2018-2019/SuperstoreProductSalesVariance,Klaus Schulte,screenshots/25d332e4-f374-47e5-ad95-071cccdffd5c.png,2026-03-21 19:25:46.182471+00,47
2616199a-d752-48ac-a1f2-ff1812db7549,Superstore KPIs Inspiration,https://public.tableau.com/app/profile/adrian.zinovei/viz/SuperstoreKPIsInspiration/Summary,Adrian Zinovei,screenshots/2616199a-d752-48ac-a1f2-ff1812db7549.png,2026-03-21 18:19:31.742999+00,541
27052e58-a6ed-47c8-be1f-9723f4ac924f,Interactive Drill Down Superstore Overview,https://public.tableau.com/app/profile/juliet.craig/viz/InteractiveDrillDownSuperstoreOverview/OverviewDashboard,Juliet Craig,screenshots/27052e58-a6ed-47c8-be1f-9723f4ac924f.png,2026-03-21 18:44:09.923146+00,6
277025b1-fcda-48b6-9891-d1ae09dac5d9,Beginner Dashboard (Superstore Dataset),https://public.tableau.com/app/profile/samantha.cohn/viz/BeginnerDashboardSuperstoreDataset/Dashboard1,Sam Cohn,screenshots/277025b1-fcda-48b6-9891-d1ae09dac5d9.png,2026-03-21 19:21:18.530645+00,13
2774fecb-0401-4f7a-b97f-509c77cdf074,Sample Superstore RFM Customer Segmentation,https://public.tableau.com/app/profile/andrew.bruening/viz/SampleSuperstoreRFMCustomerSegmentation/CentralDB,Andrew Bruening,screenshots/2774fecb-0401-4f7a-b97f-509c77cdf074.png,2026-04-08 20:13:16.634969+00,33
2ad321ba-fe21-4318-a090-85314c17d3ca,Superstore Sankey Funnel,https://public.tableau.com/app/profile/a.m.5517/viz/SuperstoreSankeyFunnel/Dashboard2,Alexander Mou,screenshots/2ad321ba-fe21-4318-a090-85314c17d3ca.png,2026-03-21 18:47:55.770039+00,41
2cd48156-9569-4349-b1cf-90c4d8d23a6e,Superstore Order Details | KPI's and Selection Filters,https://public.tableau.com/app/profile/naresh.suglani/viz/SuperstoreOrderDetailsKPIsandSelectionFilters/OrderDetails,Naresh Suglani,screenshots/2cd48156-9569-4349-b1cf-90c4d8d23a6e.png,2026-03-21 18:48:08.540802+00,20
2de96f0b-38cb-42a0-b339-4e70414a48d6,Superstore Overview Dashboard,https://public.tableau.com/app/profile/yash.sakhuja/viz/SuperstoreOverviewDashboard_16370491438310/SuperstoreOverviewDashboard,Yash Sakhuja,screenshots/2de96f0b-38cb-42a0-b339-4e70414a48d6.png,2026-03-21 18:53:02.902907+00,18
2ef390dc-8d4f-4e62-b4cf-4280209fc423,#SUPERSTORE ORDER TRACKING APPLICATION,https://public.tableau.com/app/profile/avinashreddymunnangi/viz/SUPERSTOREORDERTRACKINGAPPLICATION/Main,Avinash Reddy Munnangi,screenshots/2ef390dc-8d4f-4e62-b4cf-4280209fc423.png,2026-03-21 18:40:21.607358+00,80
2f4c9c76-a484-4a11-8db6-a1dbef8673e5,#SELFViz Explore Superstore Data,https://public.tableau.com/app/profile/naufal.nashif.imanuddin/viz/SELFVizExploreSuperstoreData/Overview,Naufal Nashif.,screenshots/2f4c9c76-a484-4a11-8db6-a1dbef8673e5.png,2026-04-08 20:18:36.922067+00,36
2fe9bc1d-9d8b-46a2-a1a6-b00084073262,Superstore Dashboard,https://public.tableau.com/app/profile/hijazkhan/viz/SuperstoreDashboard_17518812552100/SuperstoreDashboard,Hijaz Khan,screenshots/2fe9bc1d-9d8b-46a2-a1a6-b00084073262.png,2026-03-21 18:24:16.259585+00,32
3018eee6-3b2b-41a3-9b0a-1434648242e6,Sample Superstore Dashboard,https://public.tableau.com/app/profile/tausif.kazi/viz/SampleSuperstoreDashboard_16228097341240/RetailKPIScorecard,Tausif Kazi,screenshots/3018eee6-3b2b-41a3-9b0a-1434648242e6.png,2026-04-08 20:12:23.716653+00,19
30b5b843-2231-4a9a-afbd-bc60b3ac094d,Superstore Detail Table (Pagination),https://public.tableau.com/app/profile/tristan.schouten/viz/SuperstoreDetailTable/SuperStoreDetailTable,Tristan Schouten,screenshots/30b5b843-2231-4a9a-afbd-bc60b3ac094d.png,2026-03-21 19:22:02.856002+00,32
325b0649-3f93-488d-bf07-1db6a301945c,Superstore Sales Dashboard,https://public.tableau.com/app/profile/myles.stevenson/viz/SuperstoreSalesDashboard_17042161927340/SalesDashboard,Myles Stevenson,screenshots/325b0649-3f93-488d-bf07-1db6a301945c.png,2026-04-08 20:02:16.303293+00,144
32bfa2b7-4c5d-4060-9d0c-71f5a60ad6af,Superstore Sales Insights 2018,https://public.tableau.com/app/profile/solomon1589/viz/SuperstoreSalesInsights2018/SuperstoreSalesInsights,Solomon Christy,screenshots/32bfa2b7-4c5d-4060-9d0c-71f5a60ad6af.png,2026-02-05 10:11:15.033319+00,45
34329e1b-771f-4fe2-8b71-a5c5457809fb,EU Superstore,https://public.tableau.com/app/profile/natasha.stephenson/viz/EUSuperstore_16264399874870/overview2,Natasha Stephenson,screenshots/34329e1b-771f-4fe2-8b71-a5c5457809fb.png,2026-03-21 18:43:05.268678+00,69
351ad4e8-bf4e-4e9a-bb13-8d194c0d1644,Superstore Sales Dashboard Wrapped(2025) #VOTD,https://public.tableau.com/app/profile/israel.ayo/viz/SuperstoreSalesDashboardWrapped2025/ONEDATASET,Israel Ayoola,screenshots/351ad4e8-bf4e-4e9a-bb13-8d194c0d1644.png,2026-02-05 10:12:31.230301+00,35
3594e45b-d909-4ac4-b853-ca94419ab6a1,Mobile Dashboard: Superstore Analysis,https://public.tableau.com/app/profile/priyanka.dobhal0993/viz/MobileDashboardSuperstoreAnalysis/MobileOverview,Priyanka Dobhal,screenshots/3594e45b-d909-4ac4-b853-ca94419ab6a1.png,2026-03-21 19:12:25.563776+00,7
365b9e04-e3b5-455c-9711-7ba19c562c75,Business Dashboard - Sample Superstore Data ('19-'20),https://public.tableau.com/app/profile/lorelaferhati/viz/BusinessDashboard-SampleSuperstoreData19-20/D1,Lorela Ferhati,screenshots/365b9e04-e3b5-455c-9711-7ba19c562c75.png,2026-03-21 19:11:08.682301+00,46
36a253f5-aa53-4ce4-a2ba-c2bd6173748a,Superstore Dashboard - Design from Priya Padham,https://public.tableau.com/app/profile/joseph.gbonjubola/viz/SuperstoreDashboard-DesignfromPriyaPadham/SuperstoreDashboard,Joseph Gbonjubola,screenshots/36a253f5-aa53-4ce4-a2ba-c2bd6173748a.png,2026-03-21 18:51:30.279784+00,19
384020da-48ad-4f77-b26d-ca99070dd6c1,Superstore Sales Dashboard,https://public.tableau.com/app/profile/kelechi.uzoukwu/viz/superstore_16584224668910/Dashboard12,Kelechi Uzoukwu,screenshots/384020da-48ad-4f77-b26d-ca99070dd6c1.png,2026-02-05 10:11:28.371221+00,25
38e2096d-a953-413b-9bf6-05f37c894f8a,Superstore Dashboard,https://public.tableau.com/app/profile/harshit.gupta6851/viz/SuperstoreDashboard_16729361336690/ProfitsDashboard,Harshit Gupta,screenshots/38e2096d-a953-413b-9bf6-05f37c894f8a.png,2026-03-21 18:42:19.904222+00,11
3903b35e-4bc9-48b4-9037-0289f8ec162d,10.0 Superstore Sales,https://public.tableau.com/app/profile/technical.product.marketing/viz/10_0SuperstoreSales/Overview,Technical Product Marketing,screenshots/3903b35e-4bc9-48b4-9037-0289f8ec162d.png,2026-02-05 10:08:46.451976+00,7
3941d386-97f1-429f-82a0-67a23584fa40,Superstore KPI Design,https://public.tableau.com/app/profile/andy.kriebel/viz/SuperstoreDesign/KPIDashboard,Andy Kriebel,screenshots/3941d386-97f1-429f-82a0-67a23584fa40.png,2026-03-21 18:31:34.26121+00,158
3a2d6971-8a12-47ce-9500-577772adbfbd,Superstore,https://public.tableau.com/app/profile/bill.yost/viz/Superstore_16608627912950/StateOrdersSub-categories,Bill Yost,screenshots/3a2d6971-8a12-47ce-9500-577772adbfbd.png,2026-03-21 19:02:24.501323+00,8
3cc1c64d-dd9c-48ea-a2ec-757ca976e1fc,Superstore Sales Overview,https://public.tableau.com/app/profile/tannishtha.das/viz/SuperstoreSalesOverview_15980711406100/SalesOverview,Tannishtha Das,screenshots/3cc1c64d-dd9c-48ea-a2ec-757ca976e1fc.png,2026-03-21 19:01:13.644925+00,8
3d5f5f50-2111-4ea9-bea5-fd0cacd9dd29,Superstore Performance with Date Range Selector,https://public.tableau.com/app/profile/andy.kriebel/viz/SuperstorePerformancewithDateRangeSelector/KPIs,Andy Kriebel,screenshots/3d5f5f50-2111-4ea9-bea5-fd0cacd9dd29.png,2026-03-21 19:00:19.216177+00,42
3de1a247-98df-43a9-966d-af74b2354dde,SuperStore STAT 5602 Week 1,https://public.tableau.com/app/profile/lindsay.betzendahl/viz/STAT5602Week1/FinalDashboard,Lindsay Betzendahl,screenshots/3de1a247-98df-43a9-966d-af74b2354dde.png,2026-04-08 20:02:02.31451+00,87
3ee6a20a-5db5-4676-b587-49f3b0730dbb,Superstore_Dashboards,https://public.tableau.com/app/profile/r.krishnakumar/viz/Superstore_Dashboards/Overview,R Krishnakumar,screenshots/3ee6a20a-5db5-4676-b587-49f3b0730dbb.png,2026-03-21 18:41:27.148025+00,370
3f3753fc-803d-4ab5-9280-3c614ac00562,Super Sample Superstore,https://public.tableau.com/app/profile/playfair.data/viz/SuperSampleSuperstore_16026248995250/SuperDescriptive,Playfair Data,screenshots/3f3753fc-803d-4ab5-9280-3c614ac00562.png,2026-03-21 19:20:24.325443+00,8
3ff34481-8262-4a0f-babb-e499e6e67b3a,Superstore Sales & Profits,https://public.tableau.com/app/profile/justindavis/viz/SuperstoreSalesProfits_16009810832960/SuperstoreSalesProfits,Justin Davis,screenshots/3ff34481-8262-4a0f-babb-e499e6e67b3a.png,2026-02-05 10:08:06.223979+00,62
4103b24a-7707-4594-a56f-f4bc52cc5e96,Superstore Dashboard,https://public.tableau.com/app/profile/gbolahan.adebayo/viz/SuperstoreDashboard_17204221659740/Dashboard3,Gbóláhàn Adébáyò,screenshots/4103b24a-7707-4594-a56f-f4bc52cc5e96.png,2026-03-21 18:54:42.25501+00,16
415f9d0f-09aa-49f9-9863-003e29fadd63,01 Superstore Finance Dashboard,https://public.tableau.com/app/profile/ashish.singh3764/viz/01SuperstoreFinanceDashboard/FinanceOverview,Ashish Singh,screenshots/415f9d0f-09aa-49f9-9863-003e29fadd63.png,2026-03-21 19:26:27.277789+00,12
41aedfbb-480b-4a86-98bf-7c70541b3353,Custom Treemap Superstore Sales,https://public.tableau.com/app/profile/klaus.schulte/viz/CustomTreemapSuperstoreSales/CustomTreemap,Klaus Schulte,screenshots/41aedfbb-480b-4a86-98bf-7c70541b3353.png,2026-02-05 10:10:23.433617+00,39
41b8aa12-dc42-4717-823e-ff0b4ef7f823,Sample Superstore - Sales Performance,https://public.tableau.com/app/profile/okoampah.philip.kwaning/viz/SampleSuperstore-SalesPerformance_15943151568060/SampleSuperstoreSales,Philip Okoampah Kwaning,screenshots/41b8aa12-dc42-4717-823e-ff0b4ef7f823.png,2026-02-05 10:09:56.701522+00,42
42114fbf-2a9b-4948-989b-92c7ce9af48b,Sample Superstore Sales Dashboard,https://public.tableau.com/app/profile/pavani5031/viz/SampleSuperstoreSalesDashboard/SalesDashboard,Pavani Donepudi,screenshots/42114fbf-2a9b-4948-989b-92c7ce9af48b.png,2026-02-05 10:14:20.325476+00,7
4233d676-2a42-4b4d-98c8-04dac749cda0,Superstore Sales Dashboard,https://public.tableau.com/app/profile/elly.lin/viz/SuperstoreSalesDashboard_16011329412720/Overview,Elly Lin,screenshots/4233d676-2a42-4b4d-98c8-04dac749cda0.png,2026-02-05 10:14:45.671468+00,15
425d6d5a-3174-4af2-84f6-0efc88f2c3b2,Superstore,https://public.tableau.com/app/profile/shin.le1940/viz/Superstore_17455418407990/TimeSeriesTrendForecasting,Shin Le,screenshots/425d6d5a-3174-4af2-84f6-0efc88f2c3b2.png,2026-03-21 19:11:59.719859+00,123
